prepared_relative_path,split,label,kind,source_dataset,source_path,transform_parameters
train/other/other_cardboard_0092.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard313.jpg,none
train/other/other_metal_0093.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal10.jpg,none
train/other/other_cardboard_0094.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard235.jpg,none
train/other/other_metal_0095__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal351.jpg,qvga=320x240;rgb565=true;brightness=1.0205;contrast=0.9266;saturation=0.9455;rgb_gain=0.9843/0.9660/0.9655;noise_sigma=1.6437;noise_seed=983757730;blur_radius=0.3316;jpeg_quality=75
train/other/other_cardboard_0096__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard109.jpg,qvga=320x240;rgb565=true;brightness=0.9571;contrast=1.0328;saturation=0.7958;rgb_gain=0.9553/1.0245/1.0399;noise_sigma=2.8482;noise_seed=3642233556;blur_radius=0.5001;jpeg_quality=56
train/other/other_metal_0097.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal176.jpg,none
train/other/other_cardboard_0098.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard149.jpg,none
train/other/other_cardboard_0099.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard288.jpg,none
train/other/other_metal_0100.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal349.jpg,none
train/other/other_cardboard_0101.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard179.jpg,none
train/other/other_cardboard_0102.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard183.jpg,none
train/other/other_cardboard_0103.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard319.jpg,none
train/other/other_metal_0104.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal347.jpg,none
train/other/other_metal_0105.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal281.jpg,none
train/other/other_metal_0106.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal149.jpg,none
train/other/other_metal_0107__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal142.jpg,qvga=320x240;rgb565=true;brightness=0.8652;contrast=0.9218;saturation=0.8038;rgb_gain=0.9578/1.0273/0.9679;noise_sigma=3.4257;noise_seed=3914446661;blur_radius=0.3607;jpeg_quality=73
train/other/other_metal_0108__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal23.jpg,qvga=320x240;rgb565=true;brightness=0.9989;contrast=0.9068;saturation=0.9283;rgb_gain=0.9252/0.9852/0.9328;noise_sigma=1.6091;noise_seed=3169402247;blur_radius=0.3161;jpeg_quality=69
train/other/other_cardboard_0109.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard186.jpg,none
train/other/other_metal_0110.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal19.jpg,none
train/other/other_cardboard_0111.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard81.jpg,none
train/other/other_cardboard_0112.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard251.jpg,none
train/other/other_metal_0113.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal154.jpg,none
train/other/other_metal_0114__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal285.jpg,qvga=320x240;rgb565=true;brightness=0.9519;contrast=1.0409;saturation=0.8884;rgb_gain=1.0391/0.9654/1.0418;noise_sigma=1.5900;noise_seed=1722174628;blur_radius=0.3412;jpeg_quality=56
train/other/other_metal_0115.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal122.jpg,none
train/other/other_cardboard_0116.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard309.jpg,none
train/other/other_metal_0117.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal182.jpg,none
train/other/other_metal_0118.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal163.jpg,none
train/other/other_cardboard_0119__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard158.jpg,qvga=320x240;rgb565=true;brightness=0.8828;contrast=0.9110;saturation=0.8312;rgb_gain=1.0077/0.9794/0.9178;noise_sigma=2.7446;noise_seed=287521245;blur_radius=0.4085;jpeg_quality=70
train/other/other_metal_0120.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal179.jpg,none
train/other/other_metal_0121.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal113.jpg,none
train/other/other_metal_0122.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal384.jpg,none
train/other/other_metal_0123.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal306.jpg,none
train/other/other_metal_0124__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal256.jpg,qvga=320x240;rgb565=true;brightness=0.9935;contrast=1.0215;saturation=0.9559;rgb_gain=0.9396/0.9792/1.0326;noise_sigma=2.2702;noise_seed=3122334988;blur_radius=0.4581;jpeg_quality=65
train/other/other_cardboard_0125.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard8.jpg,none
train/other/other_metal_0126__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal144.jpg,qvga=320x240;rgb565=true;brightness=0.9309;contrast=0.9227;saturation=0.9626;rgb_gain=1.0275/0.9521/1.0322;noise_sigma=3.0291;noise_seed=2987123142;blur_radius=0.2380;jpeg_quality=65
train/other/other_cardboard_0127__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard105.jpg,qvga=320x240;rgb565=true;brightness=0.8462;contrast=1.0363;saturation=0.8839;rgb_gain=0.9701/0.9910/0.9987;noise_sigma=2.9869;noise_seed=1803025931;blur_radius=0.4900;jpeg_quality=68
train/other/other_metal_0128.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal372.jpg,none
train/other/other_metal_0129.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal55.jpg,none
train/other/other_cardboard_0130__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard383.jpg,qvga=320x240;rgb565=true;brightness=0.9399;contrast=0.9865;saturation=0.9447;rgb_gain=1.0252/1.0178/1.0303;noise_sigma=3.2829;noise_seed=3719922253;blur_radius=0.6001;jpeg_quality=59
train/other/other_metal_0131.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal387.jpg,none
train/other/other_metal_0132.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal21.jpg,none
train/other/other_metal_0133.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal295.jpg,none
train/other/other_metal_0134.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal326.jpg,none
train/other/other_metal_0135.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal361.jpg,none
train/other/other_cardboard_0136.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard376.jpg,none
train/other/other_metal_0137__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal28.jpg,qvga=320x240;rgb565=true;brightness=0.9803;contrast=0.9588;saturation=0.8114;rgb_gain=0.9320/0.9512/0.9738;noise_sigma=1.5548;noise_seed=285707356;blur_radius=0.4503;jpeg_quality=69
train/other/other_metal_0138.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal151.jpg,none
train/other/other_cardboard_0139.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard233.jpg,none
train/other/other_metal_0140.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal103.jpg,none
train/other/other_metal_0141.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal350.jpg,none
train/other/other_cardboard_0142.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard51.jpg,none
train/other/other_metal_0143__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal247.jpg,qvga=320x240;rgb565=true;brightness=0.9702;contrast=0.9750;saturation=0.8596;rgb_gain=0.9844/1.0265/1.0497;noise_sigma=2.0498;noise_seed=3431169642;blur_radius=0.2022;jpeg_quality=66
train/other/other_cardboard_0144__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard388.jpg,qvga=320x240;rgb565=true;brightness=1.0161;contrast=0.9594;saturation=0.7882;rgb_gain=0.9965/1.0228/0.9627;noise_sigma=3.3150;noise_seed=2770795753;blur_radius=0.6176;jpeg_quality=66
train/other/other_cardboard_0145.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard97.jpg,none
train/other/other_metal_0146.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal258.jpg,none
train/other/other_metal_0147.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal79.jpg,none
train/other/other_metal_0148.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal342.jpg,none
train/other/other_cardboard_0149.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard348.jpg,none
train/other/other_cardboard_0150__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard272.jpg,qvga=320x240;rgb565=true;brightness=0.8841;contrast=1.0053;saturation=0.8769;rgb_gain=1.0165/0.9692/0.9151;noise_sigma=3.1168;noise_seed=891978325;blur_radius=0.2775;jpeg_quality=60
train/other/other_metal_0151.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal316.jpg,none
train/other/other_cardboard_0152.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard255.jpg,none
train/other/other_cardboard_0153.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard157.jpg,none
train/other/other_metal_0154__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal141.jpg,qvga=320x240;rgb565=true;brightness=0.9953;contrast=1.0266;saturation=0.7956;rgb_gain=0.9487/1.0023/1.0489;noise_sigma=1.9656;noise_seed=2055224514;blur_radius=0.5816;jpeg_quality=65
train/other/other_metal_0155.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal117.jpg,none
train/other/other_cardboard_0156.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard187.jpg,none
train/other/other_cardboard_0157.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard104.jpg,none
train/other/other_metal_0158.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal50.jpg,none
train/other/other_metal_0159__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal250.jpg,qvga=320x240;rgb565=true;brightness=0.9659;contrast=0.9399;saturation=0.8637;rgb_gain=0.9690/1.0030/0.9971;noise_sigma=2.1354;noise_seed=23078537;blur_radius=0.2079;jpeg_quality=58
train/other/other_cardboard_0160.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard30.jpg,none
train/other/other_metal_0161.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal174.jpg,none
train/other/other_cardboard_0162__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard269.jpg,qvga=320x240;rgb565=true;brightness=0.9775;contrast=0.9663;saturation=0.8496;rgb_gain=0.9848/1.0033/1.0397;noise_sigma=3.0786;noise_seed=2224948094;blur_radius=0.3603;jpeg_quality=72
train/other/other_metal_0163.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal159.jpg,none
train/other/other_cardboard_0164.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard327.jpg,none
train/other/other_metal_0165.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal322.jpg,none
train/other/other_cardboard_0166.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard361.jpg,none
train/other/other_metal_0167.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal53.jpg,none
train/other/other_metal_0168__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal137.jpg,qvga=320x240;rgb565=true;brightness=0.9871;contrast=0.9270;saturation=0.9701;rgb_gain=0.9218/1.0194/1.0363;noise_sigma=2.8729;noise_seed=471226023;blur_radius=0.3138;jpeg_quality=64
train/other/other_cardboard_0169.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard67.jpg,none
train/other/other_metal_0170.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal183.jpg,none
train/other/other_cardboard_0171.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard127.jpg,none
train/other/other_metal_0172.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal305.jpg,none
train/other/other_cardboard_0173.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard318.jpg,none
train/other/other_cardboard_0174.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard323.jpg,none
train/other/other_cardboard_0175.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard391.jpg,none
train/other/other_cardboard_0176.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard13.jpg,none
train/other/other_cardboard_0177__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard216.jpg,qvga=320x240;rgb565=true;brightness=0.9763;contrast=1.0364;saturation=0.9277;rgb_gain=0.9598/0.9915/0.9184;noise_sigma=2.6318;noise_seed=1662648750;blur_radius=0.4175;jpeg_quality=72
train/other/other_metal_0178__esp_sim.jpg,train,other,esp_simulated,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal210.jpg,qvga=320x240;rgb565=true;brightness=1.0301;contrast=1.0580;saturation=0.7794;rgb_gain=0.9272/1.0054/1.0048;noise_sigma=2.4528;noise_seed=746149435;blur_radius=0.5067;jpeg_quality=66
train/other/other_cardboard_0179.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\cardboard\cardboard59.jpg,none
train/other/other_metal_0180.jpg,train,other,original,trashnet,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\trashnet\data\dataset-resized\dataset-resized\metal\metal320.jpg,none
